Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,AirTime,Origin,Dest,Distance
2008,1,3,4,2215,2125,2321,2245,58,LAX,SMF,373
2008,1,3,4,1524,1505,1634,1620,59,LAX,SMF,373
2008,1,3,4,1441,1350,1549,1510,56,LAX,SMF,373
2008,1,3,4,1743,1715,1853,1830,59,LAX,SMF,373
2008,1,3,4,2049,2035,2204,2155,62,LAX,SMF,373
2008,1,3,4,1725,1655,2238,2225,179,LAX,STL,1593
2008,1,3,4,1356,1345,1608,1600,60,LAX,TUS,451
2008,1,3,4,2005,1850,2219,2105,61,LAX,TUS,451
2008,1,3,4,725,725,931,940,59,LAX,TUS,451
2008,1,3,4,1658,1655,1908,1910,60,LAX,TUS,451
2008,1,3,4,1052,1040,1301,1300,60,LAX,TUS,451
2008,1,3,4,2110,2040,2326,2300,61,LAX,TUS,451
2008,1,3,4,1910,1910,1936,1915,48,LBB,ABQ,289
2008,1,3,4,1825,1745,1921,1850,47,LBB,AUS,341
2008,1,3,4,652,655,752,800,47,LBB,AUS,341
2008,1,3,4,840,840,940,940,49,LBB,DAL,293
2008,1,3,4,1016,1010,1119,1110,49,LBB,DAL,293
2008,1,3,4,1402,1340,1501,1440,50,LBB,DAL,293
2008,1,3,4,1652,1640,1748,1740,48,LBB,DAL,293
2008,1,3,4,611,615,710,715,47,LBB,DAL,293
2008,1,3,4,1825,1815,1923,1915,47,LBB,DAL,293
2008,1,3,4,1606,1525,1705,1625,50,LBB,DAL,293
2008,1,3,4,2007,2010,2102,2110,41,LBB,DAL,293
2008,1,3,4,915,915,910,915,45,LBB,ELP,295
2008,1,3,4,1152,1155,1201,1210,116,LBB,LAS,775
2008,1,3,4,1654,1550,2006,1900,121,LIT,BWI,912
2008,1,3,4,703,705,808,810,48,LIT,DAL,296
2008,1,3,4,1516,1500,1614,1605,49,LIT,DAL,296
2008,1,3,4,1752,1705,1854,1810,49,LIT,DAL,296
2008,1,3,4,1251,1235,1348,1340,48,LIT,DAL,296
2008,1,3,4,1108,1100,1206,1205,49,LIT,DAL,296
2008,1,3,4,2029,1950,2127,2055,49,LIT,DAL,296
2008,1,3,4,806,805,909,910,49,LIT,DAL,296
2008,1,3,4,1417,1405,1535,1530,71,LIT,HOU,393
2008,1,3,4,1319,1310,1440,1440,188,LIT,LAS,1295
2008,1,3,4,1051,1035,1246,1215,82,LIT,MDW,544
2008,1,3,4,730,730,933,945,167,LIT,PHX,1136
2008,1,3,4,1846,1815,1951,1920,53,LIT,STL,296
2008,1,3,4,642,640,752,745,51,LIT,STL,296
2008,1,3,4,1615,1130,1623,1135,56,MAF,ABQ,332
2008,1,3,4,730,735,822,835,42,MAF,AUS,294
2008,1,3,4,1852,1830,1942,1925,40,MAF,AUS,294
2008,1,3,4,1602,1535,1701,1635,46,MAF,DAL,319
2008,1,3,4,1836,1805,1930,1905,46,MAF,DAL,319
2008,1,3,4,1956,1945,2056,2045,46,MAF,DAL,319
2008,1,3,4,944,915,1046,1015,53,MAF,DAL,319
2008,1,3,4,625,630,723,730,45,MAF,DAL,319
2008,1,3,4,1306,1305,1404,1405,47,MAF,DAL,319
2008,1,3,4,702,705,814,820,61,MAF,HOU,441
2008,1,3,4,1625,1450,1731,1605,57,MAF,HOU,441
2008,1,3,4,1739,1730,1758,1750,123,MAF,LAS,796
2008,1,3,4,1905,1850,2010,2000,106,MCI,ABQ,718
2008,1,3,4,856,850,950,1000,102,MCI,ABQ,718
2008,1,3,4,811,810,932,935,68,MCI,BNA,491
2008,1,3,4,1159,1150,1325,1310,69,MCI,BNA,491
2008,1,3,4,2130,2115,2300,2235,65,MCI,BNA,491
2008,1,3,4,1708,1710,1829,1835,68,MCI,BNA,491
2008,1,3,4,646,645,1012,1005,128,MCI,BWI,967
2008,1,3,4,1404,1350,1726,1710,125,MCI,BWI,967
2008,1,3,4,1958,1930,2310,2250,118,MCI,BWI,967
2008,1,3,4,726,725,850,900,71,MCI,DAL,461
2008,1,3,4,937,910,1102,1040,71,MCI,DAL,461
2008,1,3,4,1251,1235,1415,1405,70,MCI,DAL,461
2008,1,3,4,2009,1910,2132,2040,70,MCI,DAL,461
2008,1,3,4,1602,1605,1724,1735,69,MCI,DAL,461
2008,1,3,4,2102,2100,2225,2230,67,MCI,DAL,461
2008,1,3,4,1101,1055,1142,1145,84,MCI,DEN,533
2008,1,3,4,1917,1855,1959,1940,88,MCI,DEN,533
2008,1,3,4,1502,1440,1540,1525,83,MCI,DEN,533
2008,1,3,4,643,630,726,720,83,MCI,DEN,533
2008,1,3,4,1038,1010,1259,1230,63,MCI,IND,451
2008,1,3,4,1920,1850,2140,2110,61,MCI,IND,451
2008,1,3,4,1429,1420,1531,1535,168,MCI,LAS,1140
2008,1,3,4,1211,1210,1333,1320,167,MCI,LAS,1140
2008,1,3,4,1801,1725,1900,1835,164,MCI,LAS,1140
2008,1,3,4,725,655,819,810,162,MCI,LAS,1140
2008,1,3,4,903,900,1003,1010,163,MCI,LAS,1140
2008,1,3,4,2016,2020,2141,2130,174,MCI,LAS,1140
2008,1,3,4,1751,1720,1938,1905,200,MCI,LAX,1363
2008,1,3,4,645,635,822,820,196,MCI,LAX,1363
2008,1,3,4,1518,1455,1658,1640,203,MCI,LAX,1363
2008,1,3,4,1029,1025,1206,1205,195,MCI,LAX,1363
2008,1,3,4,1922,1850,2253,2225,135,MCI,MCO,1072
2008,1,3,4,1252,1245,1625,1625,136,MCI,MCO,1072
2008,1,3,4,723,705,1053,1050,134,MCI,MCO,1072
2008,1,3,4,1550,1545,1709,1705,62,MCI,MDW,405
2008,1,3,4,2229,2100,2343,2215,60,MCI,MDW,405
2008,1,3,4,848,835,1008,955,64,MCI,MDW,405
2008,1,3,4,1811,1805,1934,1925,62,MCI,MDW,405
2008,1,3,4,1028,1010,1154,1130,66,MCI,MDW,405
